candidate,condition,index,error_v,center_pass,five_checks_pass,realization_id,original_attempt_sha256
A75,nominal,2086,0.042200840262606176,False,False,b9e5d76f39000aae0e0910e28143f2ee4697046907a33cc1941ec506908a0c65,77993f22a7e11cf03c55689067071579e288eba0f63d190779bed695097d2137
A75,nominal,2087,0.11298231840030715,False,False,d8112aeec8e6e5159aaa2513282910444d04f12cbef3a085f866869c7784d403,6a5b59ff927aca69ef05df52603270fc0c1d05d4dc2b19825a9b0632d223789f
A75,nominal,2088,0.014944524429579942,True,True,2d63094ae43ab3bd13f7eb7bb9ec68b4b5c2887096beec2e5f8938458dda9a13,6828c69cab53ac79204bdd6b9842e43d7b7d7876da7d1cdeb8aab98c7e2f2ffc
A75,nominal,2089,-0.11898092461498516,False,False,db592626b80552e69e60688215f57e6f2cc57b4310ba53813aec4edd638ce4e1,64155a506204faab8982b7f8ac555ddc5bec8b48e3c2a91f7ad459563f347f15
A75,nominal,2090,0.13873881995192783,False,False,c34ab8dda46d2743bb30e62fa315e8a718b7dfc1f226c5c62508a882db16f733,9c53c14cb46f5bc6db63905d5836753ac01af5d24347a25caf7a232540c447dc
A75,nominal,2091,0.05660046883543035,False,False,87009cfd1c05fcc25e383d775d912705b8765d223c9c8cd026fcd45e64f66eeb,3c26dff6ed9baff88521e6ae3be3609fe83fbcbab344ec1072643596734e7349
A75,nominal,2092,-0.035063718507631014,False,False,8a98219cccbc76445b63a16e640494631c27782fa2f95ae62a9e40bd236e2d5c,cfe31a2dd0732c32721bb3ea3baf93ac43b0f2698e81c6b7096f84459cc94c28
A75,nominal,2093,-0.122855091653707,False,False,b9921e714ce5809ef9b8ec90bca8220627c59e322bb036a3c2ce7c805b0889f6,6e37a5315d9619dd899f8cf015e6eb6593feb36aaf3959f8b8e3d5c540e816a2
A75,nominal,2094,-0.10777446759520953,False,False,db1f9f9633be13eebaae0d23357c393d6f2b604b8f0dba617cb030f96096ce08,694bf4244a7f44fab9473ac3aa01be7350c74023d00a5af71074201279634957
A75,nominal,2095,0.02902078561983079,False,False,72da556c4071d319107e7d5a4f37acb769de2cdec4436a1a15d6bf0e899044d7,a7ca17d8c24dd2fc34040253bb2dec937eefea216f8b05ca0cffd6b6c10127bf
A75,nominal,2096,-0.08787287537227184,False,False,853dd74029661c418a0a0554bdb1b861b04f5ba82fd5de6ee7ed20589dd1ed53,fb0fc5bc6d9208e1f5579b154b62f73dd16999449ce9908854c5e360a1be522f
A75,nominal,2097,0.027965368955793046,False,False,3e275043d5a269d8dab2e20b0a1c60a0f80a6c1783774be0e537af14e4f68392,13c00c9b2af916bb3e44426c33e72467322484009643369960de64bdea88c361
A75,nominal,2098,-0.024936716710553697,True,True,d45fea93ac2216e163a250b3bf7ec5b3de8040d158058d1a7e438186781be6cd,e8755f934be9c03a819a3d10339a3d3d48ba89b262ebc888abe7a458b5a506c0
A75,nominal,2099,0.08419438363962573,False,False,34fabcd6dc4f39d9e7e69c858056cccef7d0e44bf4cf4aad07f7b8c8c9a6138b,2e730aca1dbf7ee732d84effc16b59ae6f436318603b0896bbc5979dc43401dc
A75,nominal,2100,0.15019131847639722,False,False,ff8333b33a5fbede111662a2df36f3b36adcdd7bc41cb003c3cef0e9e93edf3a,27b407e28e7c173f56b0eb18a003968a2e9d4967251b88e53ef396ba3a9c80df
A75,nominal,2101,-0.17189803447354102,False,False,87f3cb9c44620403cd2c9f55ef0d3a130cac6f3b4dd2be9c6f5c1b22a3b576df,a283ffe4b3a0dfbe6e625c348d7c474ed45cd21f4dc9cfc301e240a115192404
A75,nominal,2102,-0.013623627666375593,True,True,f3fb4bab74a82abb4d2abf291970b4d171d12548dad7c8f19ef62c0214d48eda,6eaebb3297994501ccd577cc36cdbca6b737c4d5f1dbb84775744ac9180aa76c
A75,nominal,2103,0.0020936363072214803,True,True,a36252f028573d706f2b4995a195501d3f848c0f2b7fcf0b9e44e0cc52185081,a35c5e4ba99c385f984b72a8379f64ad0c382e6ff7486899fc9e58033cc206ee
A75,nominal,2104,-0.1043307991332712,False,False,594ef93238e640817c7fb26a21ae61638e2c7cfd3c91030b186e840b665e8240,afc71826cb13a276937344609c3b26a3c08a5025986dd91e8ffc9f890e06ca8a
