case,relative_time_s,output_v,supply_v,supply_a,capacitor_a,load_a,nmos_drain_a,passive_output_v,passive_supply_a
R75-input_first-slow-8p,1.732119835355022e-10,3.822289882988203e-06,0.00017321198353562406,2.540645309085843e-08,2.5298054461086756e-08,3.8222898829882033e-11,7.017573068482721e-11,3.7821875252191083e-06,2.5412467970804918e-08
R75-input_first-slow-8p,1.7587540070090857e-10,3.832245233315226e-06,0.00017587540070106966,2.580444101846187e-08,2.5678618710269663e-08,3.832245233315227e-11,8.749985561263029e-11,3.790701706606382e-06,2.5810672056725164e-08
R75-input_first-slow-8p,1.7857977225556783e-10,3.842353663413357e-06,0.00017857977225552797,2.620854866047614e-08,2.6065034756350017e-08,3.8423536634133577e-11,1.0509036725626695e-10,3.799482421198383e-06,2.6214978840381392e-08
R75-input_first-slow-8p,1.8132572794010905e-10,3.85261752713568e-06,0.00018132572794004318,2.6618870117568745e-08,2.6457392580323202e-08,3.8526175271356804e-11,1.2295136174932958e-10,3.808537962447052e-06,2.6625481531571444e-08
R75-input_first-slow-8p,1.841139071784497e-10,3.863039214527971e-06,0.00018411390717851662,2.70355009372929e-08,2.68557835467265e-08,3.8630392145279715e-11,1.4108699820729295e-10,3.817876880979874e-06,2.7042274753834047e-08
R75-input_first-slow-8p,1.8694495922669676e-10,3.873621152385922e-06,0.00018694495922678457,2.7458538136363867e-08,2.7260300424940194e-08,3.873621152385922e-11,1.5950149969718666e-10,3.827507992555654e-06,2.746545456561547e-08
R75-input_first-slow-8p,1.8981954332433025e-10,3.884365804821861e-06,0.0001898195433242371,2.7888080223314986e-08,2.7671037410851722e-08,3.8843658048218617e-11,1.781991542237963e-10,3.837440386265749e-06,2.789511848178046e-08
R75-input_first-slow-8p,1.9273832884771177e-10,3.895275673839398e-06,0.00019273832884755468,2.832422722147017e-08,2.8088090148822434e-08,3.895275673839398e-11,1.9718431572963823e-10,3.847683432988656e-06,2.8331365495402838e-08
R75-input_first-slow-8p,1.9570199546596002e-10,3.9063532999143844e-06,0.0001957019954661385,2.876708069216947e-08,2.85115557538964e-08,3.9063532999143845e-11,2.1646140510595318e-10,3.858246794105188e-06,2.8774296099771023e-08
R75-input_first-slow-8p,1.9871123329921582e-10,3.917601262582223e-06,0.00019871123329923541,2.9216743758247864e-08,2.8941532834251258e-08,3.9176012625822226e-11,2.360349112147192e-10,3.869140430482929e-06,2.9224012310607374e-08
R75-input_first-slow-8p,2.0176674307934526e-10,3.929022181048911e-06,0.00020176674307941487,2.9673321128463254e-08,2.9378121514556805e-08,3.929022181048911e-11,2.5590939195198564e-10,3.880374611737608e-06,2.9680617689198684e-08
R75-input_first-slow-8p,2.0486923631310884e-10,3.94061871479101e-06,0.0002048692363130821,3.0136919121481496e-08,2.982142345890996e-08,3.9406187147910096e-11,2.76089475291924e-10,3.891959925780335e-06,3.014421736503929e-08
R75-input_first-slow-8p,2.080194354478482e-10,3.952393564180938e-06,0.0002080194354477668,3.0607645690874e-08,3.0271541894738e-08,3.952393564180938e-11,2.965798603749548e-10,3.903907288659398e-06,3.061491805944629e-08
R75-input_first-slow-8p,2.1121807403971204e-10,3.964349471113848e-06,0.00021121807403983584,3.1085610450178595e-08,3.072858163676225e-08,3.964349471113848e-11,3.173853185986291e-10,3.916227954705724e-06,3.1092828109192676e-08
R75-input_first-slow-8p,2.1446589692447387e-10,3.976489219642421e-06,0.00021446589692432317,3.1570924698276823e-08,3.1192649111264386e-08,3.976489219642421e-11,3.385106947222836e-10,3.9289335269910095e-06,3.157805749041133e-08
R75-input_first-slow-8p,2.177636603909712e-10,3.988815636635404e-06,0.00021776366039111294,3.206370144572052e-08,3.1663852381260466e-08,3.9888156366354034e-11,3.5996090801301786e-10,3.9420359681084996e-06,3.207071784340333e-08
R75-input_first-slow-8p,2.2111213235722034e-10,4.0013315924219e-06,0.00022111213235731048,3.2564055440488824e-08,3.21423011711303e-08,4.0013315924219e-11,3.8174095336687724e-10,3.955547611286479e-06,3.25709224968247e-08
R75-input_first-slow-8p,2.2451209254923144e-10,4.0140400014720715e-06,0.00022451209254935455,3.3072103195200744e-08,3.262810689263865e-08,4.0140400014720714e-11,4.038559024933969e-10,3.969481171844091e-06,3.307878649328291e-08
R75-input_first-slow-8p,2.279643326825728e-10,4.02694382306834e-06,0.0002279643326825882,3.358796301394799e-08,3.312138267059338e-08,4.0269438230683404e-11,4.26310905083616e-10,3.983849759000617e-06,3.359442661449902e-08
R75-input_first-slow-8p,2.3146965664673562e-10,4.040046061998752e-06,0.000231469656646759,3.411175502001386e-08,3.362224336935077e-08,4.0400460619987525e-11,4.4911119001665884e-10,3.998666888048709e-06,3.411796140730479e-08
R75-input_first-slow-8p,2.350288806923241e-10,4.05334976925351e-06,0.0002350288806923664,3.4643601183718605e-08,3.413080561944189e-08,4.053349769253511e-11,4.722620665718254e-10,4.013946492903012e-06,3.464951120971038e-08
R75-input_first-slow-8p,2.3864283362112965e-10,4.066858042737334e-06,0.00023864283362124396,3.518362535089774e-08,3.4647187844804075e-08,4.0668580427373334e-11,4.957689256682299e-10,4.029702939035278e-06,3.518919817754934e-08
R75-input_first-slow-8p,2.4231235697912217e-10,4.080574027989733e-06,0.00024231235697925953,3.573195327169669e-08,3.5171510290315045e-08,4.0805740279897326e-11,5.19637241118212e-10,4.045951036808779e-06,3.573714631138132e-08
R75-input_first-slow-8p,2.460383052524181e-10,4.094500918917954e-06,0.0002460383052524033,3.6288712629871814e-08,3.570389504981105e-08,4.094500918917954e-11,5.438725709027878e-10,4.062706055222766e-06,3.629348148384153e-08
R75-input_first-slow-8p,2.4982154606625285e-10,4.1086419585425795e-06,0.00024982154606626394,3.68540330725976e-08,3.624446609458921e-08,4.10864195854258e-11,5.684805584691364e-10,4.0799837360813924e-06,3.6858331467434544e-08
R75-input_first-slow-8p,2.536629603870179e-10,4.123000439749468e-06,0.0002536629603871991,3.742804624052708e-08,3.6793349302151845e-08,4.1230004397494675e-11,5.934669340391083e-10,4.097800308598577e-06,3.743182596251702e-08
R75-input_first-slow-8p,2.575634427273988e-10,4.1375797060559345e-06,0.0002575634427273175,3.80108857984218e-08,3.735067248549553e-08,4.137579706055934e-11,6.188375159425238e-10,4.116172504452782e-06,3.801409662578449e-08
R75-input_first-slow-8p,2.61523901354678e-10,4.152383152395934e-06,0.0002615239013545427,3.860268746654119e-08,3.7916565423126175e-08,4.152383152395933e-11,6.445982119835305e-10,4.135117573306174e-06,3.86052770994508e-08
R75-input_first-slow-8p,2.655452585022307e-10,4.167414225903657e-06,0.00026554525850225395,3.920358905196861e-08,3.8491159889013764e-08,4.167414225903656e-11,6.707550208042052e-10,4.154653298801146e-06,3.9205503040292435e-08
R75-input_first-slow-8p,2.696284505842736e-10,4.182676426717706e-06,0.0002696284505844328,3.9813730480760246e-08,3.907458968333364e-08,4.1826764267177056e-11,6.973140332839672e-10,4.174798015049895e-06,3.9814912149444764e-08
R75-input_first-slow-8p,2.7377442841392467e-10,4.198173308796355e-06,0.00027377442841377365,4.0433253830536776e-08,3.966699066363149e-08,4.198173308796354e-11,7.242814339582759e-10,4.195570623631553e-06,4.0433644202566654e-08
R75-input_first-slow-8p,2.7798415742460545e-10,4.22723936793968e-06,0.0002779841574244538,4.1060303888167354e-08,4.0247932403794644e-08,4.2272393679396794e-11,7.700990908342564e-10,4.216990611112761e-06,4.106184108062546e-08
R75-input_first-slow-8p,2.822586178948544e-10,4.2585748449823465e-06,0.0002822586178949029,4.169672251423027e-08,4.083499514800607e-08,4.2585748449823466e-11,8.19141617913039e-10,4.239078067107926e-06,4.1699646800601006e-08
R75-input_first-slow-8p,2.865988051765903e-10,4.2903921561643426e-06,0.00028659880517650186,4.2342927116122576e-08,4.143108494075114e-08,4.290392156164342e-11,8.689382539461338e-10,4.261853702894952e-06,4.234720754699556e-08
R75-input_first-slow-8p,2.9100572992689684e-10,4.32269871047706e-06,0.00029100572992694045,4.299906816929792e-08,4.203634058772965e-08,4.32269871047706e-11,9.195005945974761e-10,4.2853388706047155e-06,4.3004671703956554e-08
R75-input_first-slow-8p,2.954804183433599e-10,4.355502030827929e-06,0.0002954804183431515,4.3665298462826747e-08,4.265090302883135e-08,4.355502030827929e-11,9.708404138187048e-10,4.309555582999904e-06,4.367218988724735e-08
R75-input_first-slow-8p,3.0002391240303083e-10,4.38880975581322e-06,0.0003000239124031385,4.434177313540178e-08,4.3274915371349056e-08,4.3888097558132205e-11,1.0229696666237472e-09,4.334526533864268e-06,4.434991497746035e-08
R75-input_first-slow-8p,3.0463727010505626e-10,4.422629641472225e-06,0.0003046372701052627,4.502864971096506e-08,4.390852292284278e-08,4.422629641472225e-11,1.0759004918342485e-09,4.3602751190175374e-06,4.5038002152755275e-08
R75-input_first-slow-8p,3.093215657170515e-10,4.456969563109739e-06,0.0003093215657168472,4.5726088135722316e-08,4.45518732252835e-08,4.456969563109739e-11,1.1296452149319028e-09,4.386825457978029e-06,4.5736608922897746e-08
R75-input_first-slow-8p,3.1407789002525116e-10,4.491837517137171e-06,0.0003140778900253221,4.643425081553562e-08,4.5205116089545945e-08,4.49183751713717e-11,1.1842163509399393e-09,4.414202416291218e-06,4.644589516357897e-08
R75-input_first-slow-8p,3.189073505885061e-10,4.527241622907446e-06,0.0003189073505885229,4.715330265318996e-08,4.5868403629785054e-08,4.527241622907446e-11,1.2396266072948896e-09,4.442431628544979e-06,4.7166023150505616e-08
R75-input_first-slow-8p,3.238110719961973e-10,4.563190124630633e-06,0.00032381107199599995,4.7883411087299306e-08,4.6541890299324733e-08,4.563190124630633e-11,1.2958888868446951e-09,4.471539522093147e-06,4.789715759503486e-08
R75-input_first-slow-8p,3.2879019613010304e-10,4.599691393286458e-06,0.0003287901961299049,4.8624746131149544e-08,4.72257329264885e-08,4.599691393286457e-11,1.3530162908419526e-09,4.501553341507798e-06,4.863946567963671e-08
R75-input_first-slow-8p,3.3384588243030057e-10,4.636753928567878e-06,0.0003338458824301117,4.937748041217208e-08,4.7920090751011715e-08,4.636753928567878e-11,1.411022121985754e-09,4.532501173784352e-06,4.939311709387855e-08
R75-input_first-slow-8p,3.389793081651479e-10,4.674386360868113e-06,0.00033897930816526744,5.014178921230017e-08,4.8625125461268246e-08,4.674386360868114e-11,1.4699198875315532e-09,4.564411974320601e-06,5.0158284071183063e-08
R75-input_first-slow-8p,3.441916687054311e-10,4.7125974532801e-06,0.00034419166870553673,5.091785050857746e-08,4.9341001231729714e-08,4.7125974532800997e-11,1.5297233024204684e-09,4.597315593694846e-06,5.093514142572019e-08
R75-input_first-slow-8p,3.494841778027131e-10,4.75139610364872e-06,0.0003494841778025462,5.170584501483858e-08,5.00678847614136e-08,4.75139610364872e-11,1.5904462924911936e-09,4.631242805267005e-06,5.1723866590255734e-08
R75-input_first-slow-8p,3.5485806787197116e-10,4.790791346641671e-06,0.0003548580678718698,5.250595622376802e-08,5.0805945312680364e-08,4.790791346641671e-11,1.6521029977210627e-09,4.66622533362772e-06,5.252463965425373e-08
R75-input_first-slow-8p,3.6031459027857147e-10,4.830792355842055e-06,0.00036031459027847934,5.3318370449400365e-08,5.155535475043772e-08,4.830792355842055e-11,1.7147077755011262e-09,4.702295883921323e-06,5.33376434022926e-08
R75-input_first-slow-8p,3.6585501562967086e-10,4.871408445896859e-06,0.0003658550156298173,5.414327687075563e-08,5.231628758239191e-08,4.871408445896859e-11,1.778275203998698e-09,4.739488172070502e-06,5.4163063353489206e-08
R75-input_first-slow-8p,3.714806340700868e-10,4.912649074674755e-06,0.00037148063407014143,5.498086757566374e-08,5.308892099947345e-08,4.9126490746747546e-11,1.842820085534474e-09,4.777836955928473e-06,5.500108780097468e-08
R75-input_first-slow-8p,3.77192755582716e-10,4.954523845482878e-06,0.0003771927555829149,5.583133760578705e-08,5.387343491736811e-08,4.954523845482877e-11,1.9083574500519794e-09,4.817378067388141e-06,5.5851907852433334e-08
R75-input_first-slow-8p,3.829927102935863e-10,4.9970425092867195e-06,0.0003829927102936209,5.669488500170597e-08,5.4670012018106e-08,4.9970425092867195e-11,1.9749025585918715e-09,4.858148445477852e-06,5.6715717470557324e-08
R75-input_first-slow-8p,3.888818487815846e-10,5.040214966995216e-06,0.00038888184878147083,5.757171084932877e-08,5.547883779287215e-08,5.0402149669952165e-11,2.042470906868288e-09,4.900186170472191e-06,5.759271351468295e-08
R75-input_first-slow-8p,3.9486154239295545e-10,5.084051271758258e-06,0.0003948615423928062,5.846201932655361e-08,5.630010058504981e-08,5.084051271758258e-11,2.111078228864631e-09,4.9435304990506635e-06,5.8483095782523886e-08
R75-input_first-slow-8p,4.009331835606272e-10,5.128561631307661e-06,0.0004009331835604304,5.9366017750813326e-08,5.7133991634078046e-08,5.128561631307661e-11,2.1807405004973773e-09,4.988221900535808e-06,5.938706705263184e-08
R75-input_first-slow-8p,4.070981861284635e-10,5.173756410338504e-06,0.0004070981861284455,6.028391662744005e-08,5.798070512006549e-08,5.173756410338504e-11,2.2514739433430617e-09,5.0343020942424145e-06,6.030483312751638e-08
R75-input_first-slow-8p,4.1335798568048703e-10,5.219646132915304e-06,0.0004133579856804779,6.121592969853418e-08,5.884043820886942e-08,5.2196461329153044e-11,2.32329502840413e-09,5.081814087973151e-06,6.123660287710089e-08
R75-input_first-slow-8p,4.197140398751644e-10,5.266241484930969e-06,0.00041971403987510285,6.216227399290537e-08,5.971339109816379e-08,5.2662414849309684e-11,2.3962204799574005e-09,5.130802217696025e-06,6.218258828308127e-08
R75-input_first-slow-8p,4.2616782878484706e-10,5.3135533165905885e-06,0.00042616782878465817,6.312316987651797e-08,6.059976706397234e-08,5.313553316590589e-11,2.4702672794413974e-09,5.181312188437481e-06,6.314300448361039e-08
R75-input_first-slow-8p,4.327208552404149e-10,5.3615926449418045e-06,0.0004327208552404099,6.409884110388232e-08,6.149977250807451e-08,5.361592644941805e-11,2.545452669416572e-09,5.233391116430725e-06,6.411806981874719e-08
R75-input_first-slow-8p,4.3937464518122883e-10,5.410370656430004e-06,0.0004393746451811063,6.508951486995049e-08,6.24136170058764e-08,5.410370656430004e-11,2.621794157564397e-09,5.287087572555671e-06,6.510800587622016e-08
R75-input_first-slow-8p,4.461307480104546e-10,5.459898709518725e-06,0.00044613074801042605,6.609542186333618e-08,6.334151335550348e-08,5.4598987095187254e-11,2.6993095207885043e-09,5.3424516271111215e-06,6.611303753832505e-08
R75-input_first-slow-8p,4.5299073695586775e-10,5.510188337319372e-06,0.00045299073695569613,6.711679631972387e-08,6.428367762706761e-08,5.510188337319372e-11,2.7780168093303993e-09,5.3995348959596026e-06,6.71333930288071e-08
R75-input_first-slow-8p,4.599562094361887e-10,5.561251250292337e-06,0.000459956209436352,6.815387607672823e-08,6.524032921327196e-08,5.561251250292336e-11,2.8579343509969363e-09,5.458390588085273e-06,6.816930396099266e-08
R75-input_first-slow-8p,4.670287874330617e-10,5.613099338954335e-06,0.00046702878743324315,6.920690262887959e-08,6.621169088013235e-08,5.613099338954335e-11,2.9390807553975115e-09,5.519073554610221e-06,6.922100538582872e-08
R75-input_first-slow-8p,4.742101178687425e-10,5.665744676666464e-06,0.0004742101178689513,7.027612118424899e-08,6.719798881921071e-08,5.6657446766664635e-11,3.0214749183075975e-09,5.581640339312138e-06,7.028873584134916e-08
R75-input_first-slow-8p,4.815018729896121e-10,5.719199522434676e-06,0.0004815018729898023,7.136178072132542e-08,6.819945270008145e-08,5.719199522434676e-11,3.1051360260517096e-09,5.646149230688629e-06,7.137273740216297e-08
R75-input_first-slow-8p,4.889057507555713e-10,5.773476323766142e-06,0.0004889057507555012,7.246413404702803e-08,6.921631572384464e-08,5.773476323766142e-11,3.1900835599738404e-09,5.712660315616973e-06,7.247325572984648e-08
R75-input_first-slow-8p,4.964234752354216e-10,5.828587719575285e-06,0.0004964234752355434,7.358343785572727e-08,7.024881467756997e-08,5.828587719575285e-11,3.2763373009856418e-09,5.781235534656091e-06,7.359054012410593e-08
R75-input_first-slow-8p,5.040567970083445e-10,5.884546543108452e-06,0.0005040567970081677,7.471995278864449e-08,7.129718998908964e-08,5.884546543108451e-11,3.3639173341437576e-09,5.851938739042055e-06,7.472484357406681e-08
R75-input_first-slow-8p,5.118074935715336e-10,5.94136582495861e-06,0.0005118074935715903,7.587394349507994e-08,7.236168578347815e-08,5.94136582495861e-11,3.452844053368078e-09,5.92483574942716e-06,7.587642281114411e-08
R75-input_first-slow-8p,5.196773697541073e-10,5.999058796070741e-06,0.000519677369753969,7.704567869345192e-08,7.344254993935746e-08,5.99905879607074e-11,3.543138166145411e-09,5.999994416417579e-06,7.704553836145213e-08
R75-input_first-slow-8p,5.276682581373734e-10,6.057638890849681e-06,0.0005276682581373435,7.823543123441646e-08,7.454003414712184e-08,6.05763889084968e-11,3.6348206983935097e-09,6.077484682961711e-06,7.823245460003293e-08
R75-input_first-slow-8p,5.357820194815768e-10,6.117119750267973e-06,0.0005357820194815746,7.94434781639873e-08,7.565439396716257e-08,6.117119750267973e-11,3.727912999325099e-09,6.157378648648387e-06,7.94374398047983e-08
R75-input_first-slow-8p,5.440205431591885e-10,6.177515225054429e-06,0.0005440205431592961,8.067010078829514e-08,7.678588888960498e-08,6.177515225054428e-11,3.822436746438241e-09,6.239750635969939e-06,8.066076621182876e-08
R75-input_first-slow-8p,5.523857475948695e-10,6.251017733885412e-06,0.0005523857475946781,8.191375812952806e-08,7.791635579768794e-08,6.251017733885412e-11,3.9348921544978985e-09,6.324677258611947e-06,8.190271007094017e-08
R75-input_first-slow-8p,5.608795807121864e-10,6.350733290618806e-06,0.0005608795807123538,8.317277660611005e-08,7.902625362806359e-08,6.350733290618806e-11,4.083015645140018e-09,6.412237491830541e-06,8.316355170246166e-08
R75-input_first-slow-8p,5.695040203872194e-10,6.451982136902434e-06,0.0005695040203871947,8.445115454812486e-08,8.01532179503778e-08,6.451982136902434e-11,4.233416776380914e-09,6.502512744980668e-06,8.444357555381827e-08
R75-input_first-slow-8p,5.782610749091242e-10,6.5547878495791255e-06,0.0005782610749093313,8.574918963912072e-08,8.129751118994881e-08,6.554787849579125e-11,4.386130570682206e-09,6.595586936259271e-06,8.574307025806788e-08
R75-input_first-slow-8p,5.871527834477753e-10,6.659174368003853e-06,0.0005871527834479036,8.706718413976001e-08,8.245939980708643e-08,6.659174368003854e-11,4.541192589002868e-09,6.691546569733383e-06,8.706232869190512e-08
R75-input_first-slow-8p,5.961812165286215e-10,6.765165999652126e-06,0.000596181216528788,8.84054449586314e-08,8.363915435951721e-08,6.765165999652125e-11,4.69863893913028e-09,6.790480814718953e-06,8.84016480354088e-08
R75-input_first-slow-8p,6.053484765148206e-10,6.872787425758215e-06,0.0006053484765148646,8.976428372343863e-08,8.48370495651414e-08,6.872787425758215e-11,4.85850628405559e-09,6.892481587585123e-06,8.976132983180668e-08
R75-input_first-slow-8p,6.146566980967999e-10,6.982063707077684e-06,0.0006146566980968729,9.114401685375878e-08,8.605336436617363e-08,6.982063707077684e-11,5.020831850533716e-09,6.997643636054152e-06,9.114168004845402e-08
R75-input_first-slow-8p,6.241080487893313e-10,7.093020289709576e-06,0.0006241080487893499,9.254496563455385e-08,8.728838199394757e-08,7.093020289709576e-11,5.1856534377319806e-09,7.106064626074718e-06,9.254300913818849e-08
R75-input_first-slow-8p,6.337047294362745e-10,7.205683011032961e-06,0.0006337047294363084,9.396745629112607e-08,8.854239003499342e-08,7.205683011032962e-11,5.35300942604861e-09,7.217845231346137e-06,9.39656321017483e-08
R75-input_first-slow-8p,6.434489747230579e-10,7.320078105718063e-06,0.0006434489747232683,9.541182006501508e-08,8.981568049794571e-08,7.320078105718063e-11,5.522938786042027e-09,7.333089225572609e-06,9.540986855073394e-08
R75-input_first-slow-8p,6.53343053697041e-10,7.4362322118268745e-06,0.0006533430536969118,9.68783932910249e-08,9.110854988144701e-08,7.436232211826874e-11,5.695481087493074e-09,7.451903577531524e-06,9.687604277129104e-08
R75-input_first-slow-8p,6.633892702959004e-10,7.554172377043059e-06,0.0006633892702957496,9.83675174758832e-08,9.242129924349062e-08,7.554172377043058e-11,5.870676508659277e-09,7.574398549040062e-06,9.836448378901026e-08
R75-input_first-slow-8p,6.735899638841148e-10,7.673926064941612e-06,0.0006735899638841742,9.987953937740281e-08,9.375423427120605e-08,7.673926064941611e-11,6.048565845588187e-09,7.700687795907521e-06,9.98755254338874e-08
R75-input_first-slow-8p,6.839475097977161e-10,7.795521161387804e-06,0.000683947509797527,1.0141481108527522e-07,9.510766535208322e-08,7.795521161387805e-11,6.229190521622749e-09,7.830888471964e-06,1.0140950640647379e-07
R75-input_first-slow-8p,6.944643198973984e-10,7.918985981055452e-06,0.0006944643198973268,1.0297369010337105e-07,9.648190764652503e-08,7.918985981055453e-11,6.412592597083931e-09,7.96512133625861e-06,1.0296677034507573e-07
R75-input_first-slow-8p,7.051428431301623e-10,8.044349273989928e-06,0.0007051428431303133,1.0455653943260523e-07,9.787728116089785e-08,8.044349273989928e-11,6.598814779019824e-09,8.10351086352178e-06,1.0454766589303616e-07
R75-input_first-slow-8p,7.159855660995658e-10,8.171640232315363e-06,0.0007159855660997693,1.0616372765562281e-07,9.929411082218704e-08,8.171640232315364e-11,6.7879004311689205e-09,8.246185357991836e-06,1.0615254676735382e-07
R75-input_first-slow-8p,7.269950136447608e-10,8.300888497036326e-06,0.0007269950136448922,1.0779562902267757e-07,1.007327265537038e-07,8.300888497036326e-11,6.979893584063731e-09,8.393277070705073e-06,1.0778177182798982e-07
R75-input_first-slow-8p,7.381737494284164e-10,8.432124164933951e-06,0.000738173749428211,1.0945262353870332e-07,1.0219346335184366e-07,8.432124164933952e-11,7.174838945274718e-09,8.544922320355493e-06,1.094357051478458e-07
R75-input_first-slow-8p,7.495243765337117e-10,8.565377795586383e-06,0.0007495243765335913,1.1113509705195465e-07,1.0367666136422844e-07,8.565377795586385e-11,7.372781909838881e-09,8.701261617832074e-06,1.1111471608377857e-07
R75-input_first-slow-8p,7.610495380704782e-10,8.700680418463793e-06,0.000761049538070594,1.1284344134358928e-07,1.0518266596867826e-07,8.700680418463793e-11,7.57376857079912e-09,8.862439794541845e-06,1.1281917934799964e-07
R75-input_first-slow-8p,7.727519177906815e-10,8.838063540162609e-06,0.0007727519177906911,1.1457805421900829e-07,1.0671182785373326e-07,8.838063540162608e-11,7.777845729950399e-09,9.028606134635694e-06,1.1454947508066818e-07
R75-input_first-slow-8p,7.846342407133477e-10,8.977559151754102e-06,0.0007846342407132234,1.1633933960064004e-07,1.0826450310044804e-07,8.977559151754103e-11,7.985060908755792e-09,9.19991451125291e-06,1.163059889233421e-07
R75-input_first-slow-8p,7.966992737591312e-10,9.119199736222487e-06,0.0007966992737589809,1.181277076218542e-07,1.0984105326518226e-07,9.119199736222488e-11,8.195462359395448e-09,9.376523526904468e-06,1.1808911209295189e-07
R75-input_first-slow-8p,8.089498263946104e-10,9.298973558425344e-06,0.0008089498263947953,1.199381818548795e-07,1.1138791426283044e-07,9.298973558425344e-11,8.457277856550651e-09,9.558596658121482e-06,1.1989924145678624e-07
R75-input_first-slow-8p,8.213887512864918e-10,9.495336414420833e-06,0.0008213887512866018,1.2177442154200358e-07,1.1293782436071722e-07,9.495336414420832e-11,8.741643817226384e-09,9.746302404495777e-06,1.2173677960808926e-07
R75-input_first-slow-8p,8.340189449659016e-10,9.694718670061523e-06,0.0008340189449660546,1.2363889641358602e-07,1.1451156685794416e-07,9.694718670061522e-11,9.030382369023891e-09,9.93981444224395e-06,1.2360213494301222e-07
R75-input_first-slow-8p,8.468433485028601e-10,9.897166753547089e-06,0.0008468433485030707,1.255320406316908e-07,1.1610950821656506e-07,9.897166753547088e-11,9.323560747671309e-09,1.0139311782432641e-05,1.2549572173775516e-07
R75-input_first-slow-8p,8.598649481911463e-10,1.0102727806982798e-05,0.0008598649481910798,1.2745429503429717e-07,1.1773202053355628e-07,1.0102727806982798e-10,9.621247222750407e-09,1.0344978934002316e-05,1.274179602268947e-07
R75-input_first-slow-8p,8.730867762436734e-10,1.031144969737749e-05,0.0008730867762437087,1.294061072381444e-07,1.1937948162762484e-07,1.0311449697377491e-10,9.923511113623463e-09,1.055700607173636e-05,1.2936927668268512e-07
R75-input_first-slow-8p,8.865119114985912e-10,1.0523381027755208e-05,0.0008865119114986656,1.3138793174263984e-07,1.210522751269135e-07,1.0523381027755208e-10,1.0230422805524756e-08,1.077558920931955e-05,1.3135010349467582e-07
R75-input_first-slow-8p,9.001434801362152e-10,1.0738571148494135e-05,0.0009001434801360243,1.33400230035892e-07,1.2275079055850003e-07,1.0738571148494134e-10,1.0542053765981238e-08,1.1000930377644443e-05,1.3336087925070178e-07
R75-input_first-slow-8p,9.139846564069784e-10,1.0957070168832693e-05,0.0009139846564070961,1.3544347070230706e-07,1.2447542343921595e-07,1.0957070168832693e-10,1.0858476561475251e-08,1.1233237808515726e-05,1.3540204881865215e-07
R75-input_first-slow-8p,9.2803866337061e-10,1.1178928968489282e-05,0.000928038663370501,1.375181295312482e-07,1.2622657536736214e-07,1.1178928968489282e-10,1.1179764874271845e-08,1.1472726123920631e-05,1.37474063428484e-07
R75-input_first-slow-8p,9.423087736466432e-10,1.140419920956951e-05,0.0009423087736464509,1.39624689628383e-07,1.2800465411669375e-07,1.140419920956951e-10,1.150599351966242e-08,1.1719616531027114e-05,1.3957738075610834e-07
R75-input_first-slow-8p,9.56798310176486e-10,1.1632933348560335e-05,0.0009567983101765383,1.4176364152784385e-07,1.2981007373109102e-07,1.1632933348560335e-10,1.1837238463334239e-08,1.197413702308161e-05,1.417124650072172e-07
R75-input_first-slow-8p,9.71510646997186e-10,1.1865184648538154e-05,0.0009715106469970769,1.439354833063889e-07,1.316432546209189e-07,1.1865184648538156e-10,1.2173576839049745e-08,1.223652258638723e-05,1.4387978700223144e-07
R75-input_first-slow-8p,9.864492100271336e-10,1.2101007191610886e-05,0.000986449210027266,1.4614072069975126e-07,1.3350462366123358e-07,1.2101007191610886e-10,1.2515086966664778e-08,1.2507015413537584e-05,1.4607982426253333e-07
R75-input_first-slow-8p,1.0016174778638063e-09,1.2340455891460342e-05,0.0010016174778637072,1.4837986721992578e-07,1.3539461429078049e-07,1.2340455891460343e-10,1.2861848370292003e-08,1.2785865123095485e-05,1.483130610966856e-07
R75-input_first-slow-8p,1.0170189825938034e-09,1.2583586506185457e-05,0.0010170189825939803,1.506534442752696e-07,1.3731366661336706e-07,1.258358650618546e-10,1.3213941796900023e-08,1.3073328985911372e-05,1.5057998868851314e-07
R75-input_first-slow-8p,1.0326573106153126e-09,1.2830455651225739e-05,0.0010326573106152997,1.5296198129135257e-07,1.3926222749986895e-07,1.283045565122574e-10,1.3571449235028694e-08,1.3369672158273675e-05,1.5288110518492179e-07
R75-input_first-slow-8p,1.0485361034732646e-09,1.3081120812598956e-05,0.0010485361034730774,1.5530601583474623e-07,1.4124075069271607e-07,1.3081120812598957e-10,1.3934453933959486e-08,1.3675167922100579e-05,1.5521691578564724e-07
R75-input_first-slow-8p,1.0646590587072861e-09,1.3366722017157064e-05,0.0010646590587071094,1.5768143185656323e-07,1.4320310750617864e-07,1.3366722017157066e-10,1.4344657130265042e-08,1.3990097932378048e-05,1.5758793283306e-07
R75-input_first-slow-8p,1.0810299307127208e-09,1.3691762101077747e-05,0.0010810299307125835,1.6008811709949627e-07,1.4514310512019623e-07,1.3691762101077749e-10,1.4808094358336484e-08,1.431475247206227e-05,1.5999467590307417e-07
R75-input_first-slow-8p,1.0976525316148585e-09,1.4021800207204047e-05,0.0010976525316150655,1.6253180905908106e-07,1.471129333662908e-07,1.4021800207204048e-10,1.5278657690760574e-08,1.4649430714667689e-05,1.6243767189699983e-07
